GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.1_1,An Phú,An Phu,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.2_1,Đa Phước,Da Phuoc,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.3_1,Khánh An,Khanh An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.4_1,Khánh Bình,Khanh Binh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.5_1,Long Bình,Long Binh,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.6_1,Nhơn Hội,Nhon Hoi,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.7_1,Phú Hội,Phu Hoi,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.8_1,Phú Hữu,Phu Huu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.9_1,Phước Hưng,Phuoc Hung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.10_1,Quốc Thái,Quoc Thai,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.11_1,Vĩnh Hậu,Vinh Hau,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.12_1,Vĩnh Hội Đông,Vinh Hoi Dong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.13_1,Vĩnh Lộc,Vinh Loc,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.1_1,An Phú,,VNM.1.1.14_1,Vĩnh Trường,Vinh Truong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.1_1,An Thạnh Trung,An Thanh Trung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.2_1,Bình Phước Xuân,Binh Phuoc Xuan,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.3_1,Chợ Mới,Cho Moi,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.4_1,Hội An,Hoi An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.5_1,Hòa An,Hoa An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.6_1,Hòa Bình,Hoa Binh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.7_1,Kiến An,Kien An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.8_1,Kiến Thành,Kien Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.9_1,Long Điền A,Long Dien A,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.10_1,Long Điền B,Long Dien B,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.11_1,Long Giang,Long Giang,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.12_1,Long Kiến,Long Kien,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.13_1,Mỹ An,My An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.14_1,Mỹ Hội Đông,My Hoi Dong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.15_1,Mỹ Hiệp,My Hiep,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.16_1,Mỹ Luông,My Luong,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.17_1,Nhơn Mỹ,Nhon My,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.2_1,Chợ Mới,,VNM.1.2.18_1,Tấn Mỹ,Tan My,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.3_1,Châu Đốc,,VNM.1.3.1_1,Châu Phú A,Chau Phu A,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.3_1,Châu Đốc,,VNM.1.3.2_1,Châu Phú B,Chau Phu B,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.3_1,Châu Đốc,,VNM.1.3.3_1,Núi Sam,Nui Sam,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.3_1,Châu Đốc,,VNM.1.3.4_1,Vĩnh Châu,Vinh Chau,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.3_1,Châu Đốc,,VNM.1.3.5_1,Vĩnh Mỹ,Vinh My,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.3_1,Châu Đốc,,VNM.1.3.6_1,Vĩnh Ngươn,Vinh Nguon,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.3_1,Châu Đốc,,VNM.1.3.7_1,Vĩnh Tế,Vinh Te,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.1_1,Bình Chánh,Binh Chanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.2_1,Bình Long,Binh Long,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.3_1,Bình Mỹ,Binh My,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.4_1,Bình Phú,Binh Phu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.5_1,Bình Thủy,Binh Thuy,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.6_1,Cái Dầu,Cai Dau,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.7_1,Đào Hữu Cảnh,Dao Huu Canh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.8_1,Khánh Hòa,Khanh Hoa,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.9_1,Mỹ Đức,My Duc,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.10_1,Mỹ Phú,My Phu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.11_1,Ô Long Vỹ,O Long Vy,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.12_1,Thạnh Mỹ Tây,Thanh My Tay,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.4_1,Châu Phú,,VNM.1.4.13_1,Vĩnh Thạnh Trung,Vinh Thanh Trung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.1_1,An Châu,An Chau,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.2_1,An Hòa,An Hoa,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.3_1,Bình Hòa,Binh Hoa,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.4_1,Bình Thạnh,Binh Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.5_1,Cần Đăng,Can Dang,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.6_1,Hòa Bình Thạnh,Hoa Binh Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.7_1,Tân Phú,Tan Phu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.8_1,Vĩnh An,Vinh An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.9_1,Vĩnh Bình,Vinh Binh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.10_1,Vĩnh Hanh,Vinh Hanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.11_1,Vĩnh Lợi,Vinh Loi,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.12_1,Vĩnh Nhuận,Vinh Nhuan,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.5_1,Châu Thành,,VNM.1.5.13_1,Vĩnh Thành,Vinh Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.1_1,Bình Đức,Binh Duc,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.2_1,Bình Khánh,Binh Khanh,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.3_1,Đông Xuyên,Dong Xuyen,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.4_1,Mỹ Bình,My Binh,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.5_1,Mỹ Hòa,My Hoa,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.6_1,Mỹ Hoà Hưng,My Hoa Hung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.7_1,Mỹ Khánh,My Khanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.8_1,Mỹ Long,My Long,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.9_1,Mỹ Phước,My Phuoc,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.10_1,Mỹ Quý,My Quy,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.11_1,Mỹ Thạnh,My Thanh,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.12_1,Mỹ Thới,My Thoi,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.6_1,Long Xuyên,,VNM.1.6.13_1,Mỹ Xuyên,My Xuyen,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.1_1,Bình Thạnh Đông,Binh Thanh Dong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.2_1,Chợ Vàm,Cho Vam,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.3_1,Hiệp Xương,Hiep Xuong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.4_1,Hoà Lạc,Hoa Lac,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.5_1,Long Hoà,Long Hoa,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.6_1,Phú An,Phu An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.7_1,Phú Bình,Phu Binh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.8_1,Phú Hiệp,Phu Hiep,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.9_1,Phú Hưng,Phu Hung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.10_1,Phú Lâm,Phu Lam,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.11_1,Phú Long,Phu Long,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.12_1,Phú Mỹ,Phu My,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.13_1,Phú Thạnh,Phu Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.14_1,Phú Thọ,Phu Tho,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.15_1,Phú Thành,Phu Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.16_1,Phú Xuân,Phu Xuan,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.17_1,Tân Hòa,Tan Hoa,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.7_1,Phú Tân,,VNM.1.7.18_1,Tân Trung,Tan Trung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.1_1,An Cư,An Cu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.2_1,An Hảo,An Hao,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.3_1,An Nông,An Nong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.4_1,An Phú,An Phu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.5_1,Chi Lăng,Chi Lang,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.6_1,Nhà Bàng,Nha Bang,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.7_1,Nhơn Hưng,Nhon Hung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.8_1,Núi Voi,Nui Voi,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.9_1,Tịnh Biên,Tinh Bien,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.10_1,Tân Lập,Tan Lap,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.11_1,Tân Lợi,Tan Loi,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.12_1,Thới Sơn,Thoi Son,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.13_1,Văn Giáo,Van Giao,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.8_1,Tịnh Biên,,VNM.1.8.14_1,Vĩnh Trung,Vinh Trung,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.1_1,Châu Phong,Chau Phong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.2_1,Lê Chánh,Le Chanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.3_1,Long An,Long An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.4_1,Long Châu,Long Chau,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.5_1,Long Hưng,Long Hung,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.6_1,Long Phú,Long Phu,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.7_1,Long Sơn,Long Son,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.8_1,Long Thạnh,Long Thanh,,Phường,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.9_1,Phú Lộc,Phu Loc,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.10_1,Phú Vĩnh,Phu Vinh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.11_1,Tân An,Tan An,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.12_1,Tân Thạnh,Tan Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.13_1,Vĩnh Hòa,Vinh Hoa,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.9_1,Tân Châu,,VNM.1.9.14_1,Vĩnh Xương,Vinh Xuong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.1_1,An Bình,An Binh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.2_1,Bình Thành,Binh Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.3_1,Định Mỹ,Dinh My,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.4_1,Định Thành,Dinh Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.5_1,Mỹ Phú Đông,My Phu Dong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.6_1,Núi Sập,Nui Sap,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.7_1,Óc Eo,Oc Eo,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.8_1,Phú Hoà,Phu Hoa,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.9_1,Phú Thuận,Phu Thuan,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.10_1,Tây Phú,Tay Phu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.11_1,Thoại Giang,Thoai Giang,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.12_1,Vọng Đông,Vong Dong,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.13_1,Vọng Thê,Vong The,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.14_1,Vĩnh Chánh,Vinh Chanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.15_1,Vĩnh Khánh,Vinh Khanh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.16_1,Vĩnh Phú,Vinh Phu,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.10_1,Thoại Sơn,,VNM.1.10.17_1,Vĩnh Trạch,Vinh Trach,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.1_1,An Tức,An Tuc,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.2_1,Ba Chúc,Ba Chuc,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.3_1,Châu Lăng,Chau Lang,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.4_1,Cô Tô,Co To,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.5_1,Lạc Quới,Lac Quoi,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.6_1,Lê Trì,Le Tri,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.7_1,Lương An Trà,Luong An Tra,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.8_1,Lương Phi,Luong Phi,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.9_1,Núi Tô,Nui To,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.10_1,Ô Lâm,O Lam,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.11_1,Tà Đảnh,Ta Danh,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.12_1,Tân Tuyến,Tan Tuyen,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.13_1,Tri Tôn,Tri Ton,,Thị trấn,Townlet,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.14_1,Vĩnh Gia,Vinh Gia,,Xã,Ward,,
VNM,Vietnam,VNM.1_1,An Giang,,VNM.1.11_1,Tri Tôn,,VNM.1.11.15_1,Vĩnh Phước,Vinh Phuoc,,Xã,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.1_1,Hiệp Thành,Hiep Thanh,,Xã,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.2_1,Nhà Mát,Nha Mat,,Phường,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.3_1,Phường 1,Ward 1,,Phường,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.4_1,Phường 2,Ward 2,,Phường,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.5_1,Phường 3,Ward 3,,Phường,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.6_1,Phường 5,Ward 5,,Phường,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.7_1,Phường 7,Ward 7,,Phường,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.8_1,Phường 8,Ward 8,,Phường,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.9_1,Vĩnh Trạch,Vinh Trach,,Xã,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.1_1,Bạc Liêu,,VNM.2.1.10_1,Vĩnh Trạch Đông,Vinh Trach Dong,,Xã,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.2_1,Đông Hải,,VNM.2.2.1_1,An Phúc,An Phuc,,Xã,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.2_1,Đông Hải,,VNM.2.2.2_1,An Trạch,An Trach,,Xã,Ward,,
VNM,Vietnam,VNM.2_1,Bạc Liêu,,VNM.2.2_1,Đông Hải,,VNM.2.2.3_1,An Trạch A,An Trach A,,Xã,Ward,,
